anime_id,mean_rating,count,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
16762,7.209281164695177,1099,Mirai Nikki: Redial,7.4,"Action, Psychological, Supernatural, Shounen",The Future Diary:Redial,未来日記リダイヤル,OVA,1,"Jun 19, 2013",Unknown,Unknown,Funimation,Asread,Manga,29 min.,R - 17+ (violence & profanity),1921.0,493,284469,617,2798,252129,1080,647,27815,22903.0,27742.0,42444.0,42391.0,21344.0,10402.0,5610.0,3107.0,2049.0,1890.0
16782,8.06973058637084,1893,Kotonoha no Niwa,8.05,"Slice of Life, Psychological, Drama, Romance",The Garden of Words,言の葉の庭,Movie,1,"May 31, 2013",Unknown,"The Answer Studio, TOHO animation",Sentai Filmworks,CoMix Wave Films,Original,46 min.,PG-13 - Teens 13 or older,484.0,192,574997,5579,10485,431644,2931,956,128981,50963.0,82712.0,106572.0,66840.0,24269.0,9303.0,3247.0,1167.0,522.0,656.0
16894,8.321243523316062,1544,Kuroko no Basket 2nd Season,8.28,"Comedy, Sports, School, Shounen",Kuroko's Basketball 2,黒子のバスケ,TV,25,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,242.0,185,588404,4333,23907,497022,8633,5733,53109,67338.0,99713.0,119099.0,61906.0,17774.0,6023.0,1732.0,608.0,253.0,654.0
17074,8.82228490832158,1418,Monogatari Series: Second Season,8.78,"Mystery, Comedy, Supernatural, Romance, Vampire",Monogatari Series:Second Season,〈物語〉シリーズ セカンドシーズン,TV,26,"Jul 7, 2013 to Dec 29, 2013",Summer 2013,"Aniplex, Kodansha, Cyclone Graphics",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),29.0,232,509401,19644,34059,336572,15731,5433,117606,81440.0,96313.0,63407.0,22459.0,5861.0,2350.0,1065.0,531.0,302.0,827.0
17265,8.101279317697228,1876,Log Horizon,8.0,"Action, Game, Adventure, Magic, Fantasy",Log Horizon,ログ・ホライズン,TV,25,"Oct 5, 2013 to Mar 22, 2014",Fall 2013,NHK,Sentai Filmworks,Satelight,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,538.0,91,872925,10085,54172,571062,32386,35518,179787,51370.0,108395.0,154775.0,93431.0,31289.0,14117.0,5295.0,1853.0,862.0,862.0
17729,7.523235800344234,1162,Grisaia no Kajitsu,7.55,"Drama, Harem, Psychological, Romance, School",The Fruit of Grisaia,グリザイアの果実,TV,13,"Oct 5, 2014 to Dec 28, 2014",Fall 2014,"Frontier Works, AT-X, Bushiroad, NBCUniversal Entertainment Japan",Sentai Filmworks,8bit,Visual novel,23 min. per ep.,R+ - Mild Nudity,1428.0,284,453783,3723,21475,310342,10108,14700,97158,23445.0,36475.0,68857.0,62256.0,26349.0,11390.0,5228.0,2290.0,1146.0,883.0
17895,7.836549375709421,1762,Golden Time,7.78,"Comedy, Drama, Romance",Golden Time,ゴールデンタイム,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Genco, Starchild Records",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,855.0,138,688649,9875,39602,442612,25435,30567,150433,47678.0,70865.0,106762.0,81602.0,34441.0,16195.0,7597.0,2963.0,1551.0,1328.0
18115,8.345323741007194,1390,Magi: The Kingdom of Magic,8.28,"Action, Adventure, Magic, Fantasy, Shounen",Magi:The Kingdom of Magic,マギ The kingdom of magic,TV,25,"Oct 6, 2013 to Mar 30, 2014",Fall 2013,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO!",Aniplex of America,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,244.0,160,639860,7471,29295,463350,14925,11013,121277,55101.0,98733.0,115287.0,57251.0,16286.0,5954.0,1847.0,619.0,270.0,316.0
18153,7.641933939684059,2089,Kyoukai no Kanata,7.78,"Slice of Life, Supernatural, Fantasy",Beyond the Boundary,境界の彼方,TV,12,"Oct 3, 2013 to Dec 19, 2013",Fall 2013,"Lantis, Pony Canyon, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,870.0,99,848484,10726,45371,531679,26153,25104,220177,49221.0,77407.0,128717.0,100104.0,38615.0,16851.0,6581.0,2402.0,1087.0,844.0
18277,7.2752761257434155,1177,Strike the Blood,7.14,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",Strike the Blood,ストライク・ザ・ブラッド,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Movic, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate","Discotek Media, Crunchyroll","SILVER LINK., Connect",Light novel,24 min. per ep.,R+ - Mild Nudity,3017.0,238,499734,2188,32994,321823,18764,28269,97884,17744.0,28015.0,57624.0,71941.0,39653.0,20612.0,9559.0,3979.0,1937.0,1233.0
18507,7.447690217391305,1472,Free!,7.39,"Slice of Life, Comedy, Sports, Drama, School",Free! - Iwatobi Swim Club,Free!,TV,12,"Jul 4, 2013 to Sep 26, 2013",Summer 2013,"Lantis, Iwatobi High School Swimming Club, Asahi Broadcasting","Funimation, Discotek Media, Crunchyroll","Kyoto Animation, Animation Do",Original,24 min. per ep.,PG-13 - Teens 13 or older,1949.0,189,585161,9678,31923,424112,17371,28022,83733,34120.0,44046.0,77277.0,91507.0,47478.0,23408.0,7950.0,3044.0,1702.0,1892.0
18671,7.461149715729627,1583,Chuunibyou demo Koi ga Shitai! Ren,7.56,"Comedy, Drama, Romance, School, Slice of Life","Love, Chunibyo & Other Delusions!:Heart Throb",中二病でも恋がしたい！戀,TV,12,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,"Lantis, TBS",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1378.0,226,522620,2952,19570,402317,11954,11009,77770,28621.0,48031.0,93409.0,85636.0,34926.0,14143.0,6185.0,2152.0,945.0,705.0
18679,8.24759111855886,2387,Kill la Kill,8.11,"Action, Comedy, Super Power, Ecchi, School",KILL la KILL,キルラキル,TV,24,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,"Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment",Aniplex of America,Trigger,Original,24 min. per ep.,PG-13 - Teens 13 or older,402.0,35,1283021,34658,88881,838228,62391,67845,225676,109240.0,176583.0,211585.0,131387.0,50735.0,21899.0,10849.0,4244.0,2495.0,2557.0
18897,7.73144208037825,2115,Nisekoi,7.65,"Harem, Comedy, Romance, School, Shounen",Nisekoi:False Love,ニセコイ,TV,20,"Jan 11, 2014 to May 24, 2014",Winter 2014,"Aniplex, Mainichi Broadcasting System, Shueisha",Aniplex of America,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1140.0,97,857824,12713,40916,614039,22107,28902,151860,47461.0,81657.0,147594.0,125925.0,50561.0,21916.0,8797.0,3367.0,1654.0,1621.0
19163,7.197485207100592,1352,Date A Live II,7.24,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",Date A Live II,デート・ア・ライブⅡ,TV,10,"Apr 12, 2014 to Jun 14, 2014",Spring 2014,"Kadokawa Shoten, AT-X, Nippon Columbia",Funimation,Production IMS,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2593.0,290,445431,3032,13275,365282,6798,8099,51977,25524.0,32116.0,63445.0,77450.0,39802.0,19586.0,8447.0,3702.0,1855.0,1136.0
19221,7.3637961335676625,1138,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.26,"Harem, Comedy, Romance, School",My Mental Choices Are Completely Interfering With My School Romantic Comedy,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,TV,10,"Oct 10, 2013 to Dec 12, 2013",Fall 2013,"DAX Production, Studio Jack, MAGES.",Sentai Filmworks,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2516.0,410,333922,1484,12730,236811,5745,7945,70691,13007.0,22704.0,46258.0,51859.0,26651.0,12094.0,5123.0,2231.0,1113.0,742.0
19815,8.24354628422425,3835,No Game No Life,8.2,"Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy","No Game, No Life",ノーゲーム・ノーライフ,TV,12,"Apr 9, 2014 to Jun 25, 2014",Spring 2014,"Frontier Works, Media Factory, Movic, AT-X",Sentai Filmworks,Madhouse,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,304.0,10,1751054,45990,66938,1426896,27663,37820,191737,227827.0,285623.0,309230.0,186864.0,70141.0,30284.0,14345.0,6228.0,3313.0,3521.0
20021,6.437686939182453,1003,Sword Art Online: Extra Edition,6.61,"Action, Adventure, Fantasy, Game, Romance",Sword Art Online:Extra Edition,ソードアート・オンライン Extra Edition,Special,1,"Dec 31, 2013",Unknown,Aniplex,Aniplex of America,A-1 Pictures,Light novel,1 hr. 41 min.,PG-13 - Teens 13 or older,5318.0,596,245197,665,3318,213309,1190,1493,25887,13186.0,12481.0,22681.0,36575.0,28063.0,16566.0,8489.0,4763.0,3320.0,3324.0
20507,8.01317330210773,3416,Noragami,8.01,"Action, Adventure, Comedy, Supernatural, Shounen",Noragami:Stray God,ノラガミ,TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",Funimation,Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,528.0,18,1535575,29237,64183,1181215,31089,24056,235032,113951.0,203285.0,311913.0,199912.0,60200.0,21152.0,5854.0,1878.0,858.0,905.0
20583,8.5234375,2176,Haikyuu!!,8.53,"Comedy, Sports, Drama, School, Shounen",Haikyu!!,ハイキュー!!,TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,"Mainichi Broadcasting System, TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,91.0,50,1185274,54887,83029,896822,31311,21054,153058,162370.0,223646.0,217798.0,89746.0,22435.0,8415.0,2448.0,942.0,565.0,1396.0
20785,7.576411960132891,1806,Mahouka Koukou no Rettousei,7.53,"Action, Sci-Fi, Supernatural, Magic, Romance, School",The Irregular at Magic High School,魔法科高校の劣等生,TV,26,"Apr 6, 2014 to Sep 28, 2014",Spring 2014,"Aniplex, Square Enix, Movic, ASCII Media Works",Aniplex of America,Madhouse,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1499.0,112,760749,10040,47508,520791,23998,44921,123531,49097.0,69362.0,110222.0,97223.0,46532.0,24774.0,13951.0,6726.0,3904.0,3004.0
20787,7.108379888268156,1790,Black Bullet,7.17,"Action, Sci-Fi, Mystery, Seinen",Black Bullet,ブラック・ブレット　BLACK BULLET　［黒の銃弾］,TV,13,"Apr 8, 2014 to Jul 1, 2014",Spring 2014,"Geneon Universal Entertainment, AT-X, Showgate, NBCUniversal Entertainment Japan",Sentai Filmworks,"Kinema Citrus, Orange",Light novel,24 min. per ep.,R - 17+ (violence & profanity),2877.0,127,709300,3680,29827,503294,15816,24143,136220,26709.0,47669.0,94073.0,110354.0,58256.0,28705.0,13428.0,5964.0,3140.0,1827.0
20899,8.049558723693144,1473,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.12,"Action, Adventure, Supernatural, Drama, Shounen",JoJo's Bizarre Adventure:Stardust Crusaders,ジョジョの奇妙な冒険 スターダストクルセイダース,TV,24,"Apr 5, 2014 to Sep 13, 2014",Spring 2014,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha",VIZ Media,David Production,Manga,24 min. per ep.,R - 17+ (violence & profanity),390.0,136,694803,14056,35072,587864,11920,6832,53115,82628.0,110686.0,149925.0,90278.0,30261.0,10262.0,4225.0,1584.0,658.0,1063.0
21855,7.974088291746641,1042,Hanamonogatari,7.99,"Mystery, Comedy, Supernatural",Hanamonogatari,花物語,TV,5,"Aug 16, 2014",Summer 2014,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,25 min. per ep.,R - 17+ (violence & profanity),552.0,426,326419,1168,8132,233486,3805,1528,79468,22719.0,37377.0,64988.0,39534.0,11591.0,3570.0,1162.0,416.0,226.0,418.0
21881,6.8315858453473135,3052,Sword Art Online II,6.79,"Action, Game, Adventure, Romance, Fantasy",Sword Art Online II,ソードアート・オンライン II,TV,24,"Jul 5, 2014 to Dec 20, 2014",Summer 2014,"Aniplex, Genco, ASCII Media Works, Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4467.0,23,1437210,10339,65821,1199824,24610,67243,79712,84642.0,104469.0,175488.0,224155.0,152955.0,96497.0,62941.0,34247.0,21288.0,16529.0
21995,7.659027777777778,1440,Ao Haru Ride,7.67,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",Blue Spring Ride,アオハライド,TV,12,"Jul 8, 2014 to Sep 23, 2014",Summer 2014,"Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha, BS11, Animatic, Hakuhodo DY Media Partners, Sony PCL",Sentai Filmworks,Production I.G,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1103.0,182,591908,7415,24757,421817,11951,13046,120337,35341.0,52852.0,95359.0,85308.0,33877.0,13885.0,4326.0,1471.0,650.0,605.0
22043,7.912621359223301,1030,Fairy Tail (2014),7.73,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Fairy Tail Series 2,FAIRY TAIL（フェアリーテイル）,TV,102,"Apr 5, 2014 to Mar 26, 2016",Spring 2014,"TV Tokyo, Dentsu",Funimation,"A-1 Pictures, Bridge",Manga,24 min. per ep.,PG-13 - Teens 13 or older,959.0,128,716382,11961,101344,440657,43729,50700,79952,74289.0,70850.0,91370.0,79714.0,41948.0,23910.0,12089.0,5595.0,3198.0,2912.0
22147,7.611788617886178,1476,Amagi Brilliant Park,7.52,"Comedy, Drama, Fantasy, Magic",Amagi Brilliant Park,甘城ブリリアントパーク,TV,13,"Oct 7, 2014 to Dec 26, 2014",Fall 2014,"Avex Entertainment, TBS, DAX Production, flying DOG, Mobcast",Sentai Filmworks,Kyoto Animation,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1500.0,240,496580,2274,19799,350647,11373,13259,101502,16918.0,37851.0,87238.0,83679.0,31735.0,12228.0,3604.0,1196.0,541.0,418.0
22199,7.435647143890094,2766,Akame ga Kill!,7.53,"Action, Adventure, Drama, Fantasy, Shounen",Akame ga Kill!,アカメが斬る！,TV,24,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,"Square Enix, TOHO animation",Sentai Filmworks,White Fox,Manga,23 min. per ep.,R - 17+ (violence & profanity),1483.0,25,1408729,23395,65450,1088784,26941,45684,181870,105832.0,154774.0,228390.0,196783.0,98049.0,49592.0,29448.0,12722.0,6361.0,4214.0
22297,8.226396440929314,2023,Fate/stay night: Unlimited Blade Works,8.22,"Action, Fantasy, Magic, Supernatural",Fate/stay night [Unlimited Blade Works],Fate/stay night [Unlimited Blade Works],TV,12,"Oct 12, 2014 to Dec 28, 2014",Fall 2014,"Aniplex, Notes",Aniplex of America,ufotable,Visual novel,28 min. per ep.,R - 17+ (violence & profanity),292.0,119,742718,12756,25848,592974,9915,6532,107449,70722.0,130573.0,155607.0,74555.0,22296.0,8142.0,3371.0,1280.0,526.0,625.0
22319,7.712856043110085,3897,Tokyo Ghoul,7.81,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",Tokyo Ghoul,東京喰種-トーキョーグール-,TV,12,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,"Marvelous AQL, TC Entertainment, Shueisha",Funimation,Studio Pierrot,Manga,24 min. per ep.,R - 17+ (violence & profanity),807.0,7,1895488,45519,74612,1594880,24334,38668,162994,190342.0,250814.0,348603.0,261579.0,112177.0,51649.0,24805.0,10284.0,5144.0,4794.0
22535,8.428999625327839,2669,Kiseijuu: Sei no Kakuritsu,8.4,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",Parasyte -the maxim-,寄生獣 セイの格率,TV,24,"Oct 9, 2014 to Mar 26, 2015",Fall 2014,"VAP, Kodansha, Nippon Television Network, Forecast Communications",Sentai Filmworks,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),157.0,39,1243239,26381,67042,942917,30302,21720,181258,138411.0,241783.0,238204.0,108488.0,30113.0,10354.0,3598.0,1211.0,587.0,927.0
22729,7.437170805116629,1329,Aldnoah.Zero,7.44,"Action, Military, Sci-Fi, Mecha",Aldnoah.Zero,アルドノア・ゼロ,TV,12,"Jul 6, 2014 to Sep 21, 2014",Summer 2014,"Aniplex, Movic, Nitroplus, Houbunsha, MAGES., Tokyo MX, Asahi Broadcasting, BS11",Aniplex of America,"A-1 Pictures, TROYCA",Original,23 min. per ep.,R - 17+ (violence & profanity),1755.0,299,432548,4020,16970,306310,9400,14993,84875,21128.0,40181.0,67793.0,59552.0,28311.0,14649.0,7421.0,3158.0,1483.0,1024.0
22789,8.459070072036674,1527,Barakamon,8.41,"Comedy, Slice of Life",Barakamon,ばらかもん,TV,12,"Jul 6, 2014 to Sep 28, 2014",Summer 2014,"VAP, Nippon Television Network",Funimation,Kinema Citrus,Web manga,22 min. per ep.,PG-13 - Teens 13 or older,145.0,235,503396,10827,24117,325820,14336,8036,131087,46763.0,82531.0,85413.0,37360.0,9698.0,3035.0,713.0,261.0,144.0,448.0
23199,8.068103448275862,1160,Durarara!!x2 Shou,8.03,"Action, Mystery, Supernatural",Durarara!! x2 Shou,デュラララ!!×２ 承,TV,12,"Jan 10, 2015 to Mar 28, 2015",Winter 2015,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, ASCII Media Works",Aniplex of America,Shuka,Light novel,24 min. per ep.,R - 17+ (violence & profanity),506.0,344,388580,1008,19464,267808,12028,6169,83111,23897.0,46631.0,73105.0,42216.0,12720.0,4357.0,1393.0,436.0,178.0,214.0
23233,6.770034843205575,1148,Shinmai Maou no Testament,6.8,"Action, Ecchi, Fantasy, Romance, Harem, Demons",The Testament of Sister New Devil,新妹魔王の契約者〈テスタメント〉,TV,12,"Jan 8, 2015 to Mar 26, 2015",Winter 2015,"Kadokawa Shoten, AT-X, Nippon Columbia, Kadokawa Pictures Japan, KlockWorx, Mobcast","Funimation, Crunchyroll",Production IMS,Light novel,23 min. per ep.,R+ - Mild Nudity,4428.0,261,476324,1660,24554,347969,10319,20676,72806,18583.0,22323.0,47014.0,72995.0,48088.0,26304.0,13624.0,6620.0,3724.0,2828.0
23273,8.745429925524713,2954,Shigatsu wa Kimi no Uso,8.74,"Drama, Music, Romance, School, Shounen",Your Lie in April,四月は君の嘘,TV,22,"Oct 10, 2014 to Mar 20, 2015",Fall 2014,"Aniplex, Dentsu, Kodansha, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Manga,22 min. per ep.,PG-13 - Teens 13 or older,36.0,22,1442330,69557,78753,1036649,39315,34336,253277,307670.0,250337.0,177967.0,82986.0,30877.0,14233.0,7001.0,2911.0,1562.0,2645.0
23277,7.6291278577476715,1181,Saenai Heroine no Sodatekata,7.54,"Harem, Comedy, Romance, Ecchi, School",Saekano:How to Raise a Boring Girlfriend,冴えない彼女〈ヒロイン〉の育てかた,TV,12,"Jan 16, 2015 to Mar 27, 2015",Winter 2015,"Aniplex, Dentsu, Fuji TV, Half H.P Studio, Cospa, Fujipacific Music, Good Smile Company, Kyoraku Industrial Holdings, Kansai Telecasting, Fujimi Shobo",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1461.0,287,451172,3216,26769,273323,12483,13919,124678,15833.0,29992.0,69753.0,63338.0,23382.0,9770.0,3821.0,1553.0,680.0,573.0
23281,7.366539923954373,1315,Psycho-Pass 2,7.42,"Action, Sci-Fi, Police, Psychological",Psycho-Pass 2,PSYCHO-PASS サイコパス 2,TV,11,"Oct 10, 2014 to Dec 19, 2014",Fall 2014,"Production I.G, Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,Original,23 min. per ep.,R - 17+ (violence & profanity),1836.0,234,508172,1392,19200,352491,11104,11888,113489,20707.0,41941.0,78073.0,75707.0,32774.0,13687.0,7865.0,3250.0,1512.0,1008.0
23283,8.092329545454545,2112,Zankyou no Terror,8.12,"Mystery, Psychological, Thriller",Terror in Resonance,残響のテロル,TV,11,"Jul 11, 2014 to Sep 26, 2014",Summer 2014,"Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings",Funimation,MAPPA,Original,22 min. per ep.,R - 17+ (violence & profanity),394.0,103,822187,17585,37365,547800,19580,16851,200591,77706.0,114253.0,131027.0,77548.0,29303.0,12587.0,5611.0,2093.0,839.0,707.0
23289,8.099089448312801,1867,Gekkan Shoujo Nozaki-kun,7.96,"Comedy, Romance, School",Monthly Girls' Nozaki-kun,月刊少女野崎くん,TV,12,"Jul 7, 2014 to Sep 22, 2014",Summer 2014,"TV Tokyo, Frontier Works, Media Factory, AT-X, Sony Music Communications",Sentai Filmworks,Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,581.0,142,681194,9663,35986,471410,19313,16215,138270,41848.0,83162.0,124142.0,83239.0,28780.0,10994.0,2982.0,958.0,436.0,422.0
23321,7.582426778242678,1195,Log Horizon 2nd Season,7.62,"Action, Game, Adventure, Magic, Fantasy",Log Horizon 2,ログ・ホライズン 第2シリーズ,TV,25,"Oct 4, 2014 to Mar 28, 2015",Fall 2014,NHK,Sentai Filmworks,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1218.0,245,485345,1484,33133,344195,19351,17095,71571,24057.0,46160.0,82891.0,71585.0,28744.0,11567.0,4910.0,1622.0,675.0,498.0
23755,7.963649073750437,2861,Nanatsu no Taizai,7.89,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",The Seven Deadly Sins,七つの大罪,TV,24,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic",Funimation,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,690.0,27,1394358,22304,61527,1151443,21717,31965,127706,120962.0,196318.0,272628.0,184732.0,70276.0,32054.0,15336.0,7192.0,3938.0,4126.0
23847,8.248469387755103,1960,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.27,"Slice of Life, Comedy, Drama, Romance, School",My Teen Romantic Comedy SNAFU TOO!,やはり俺の青春ラブコメはまちがっている。続,TV,13,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,"TBS, Marvelous AQL, NBCUniversal Entertainment Japan",Sentai Filmworks,feel.,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,253.0,124,713318,19801,26980,579427,9556,6608,90747,80500.0,127827.0,146762.0,70619.0,21488.0,7644.0,2990.0,1037.0,443.0,633.0
24415,8.357723577235772,1230,Kuroko no Basket 3rd Season,8.34,"Comedy, Sports, School, Shounen",Kuroko's Basketball 3,黒子のバスケ,TV,25,"Jan 11, 2015 to Jun 30, 2015",Winter 2015,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",Unknown,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,193.0,232,506465,4465,25140,411971,8846,5320,55188,63322.0,86096.0,92619.0,47219.0,14640.0,5220.0,1768.0,736.0,346.0,648.0
24439,7.613109512390088,1251,Kekkai Sensen,7.65,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",Blood Blockade Battlefront,血界戦線,TV,12,"Apr 5, 2015 to Oct 4, 2015",Spring 2015,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha, Toy's Factory, Sony PCL",Funimation,Bones,Manga,26 min. per ep.,R - 17+ (violence & profanity),1162.0,164,625476,6084,48340,360051,26670,26022,164393,25456.0,47523.0,90011.0,76897.0,29974.0,12658.0,4793.0,1710.0,772.0,600.0
24703,7.340520446096654,1345,High School DxD BorN,7.45,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD BorN,ハイスクールD×D BorN,TV,12,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,"Genco, Lantis, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24 min. per ep.,R+ - Mild Nudity,1744.0,193,571266,3957,20004,484271,7532,9772,49687,51671.0,46978.0,84807.0,91766.0,45167.0,21762.0,9803.0,4595.0,2511.0,2136.0
24833,8.033235170382836,2377,Ansatsu Kyoushitsu,8.12,"Action, Comedy, School, Shounen",Assassination Classroom,暗殺教室,TV,22,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,"Dentsu, Studio Hibari, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha",Funimation,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,388.0,37,1264954,22162,80929,912815,48498,41961,180751,108332.0,177565.0,248152.0,139619.0,42729.0,16650.0,6057.0,2251.0,1007.0,1137.0
25013,8.059049079754601,1304,Akatsuki no Yona,8.05,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",Yona of the Dawn,暁のヨナ,TV,24,"Oct 7, 2014 to Mar 24, 2015",Fall 2014,"VAP, Hakusensha, AT-X, Delfi Sound, Marvelous AQL, Tokyo MX, Age Global Networks, Docomo Anime Store, Top-Insight International",Funimation,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,471.0,185,586957,12651,32906,367262,18805,18047,149937,43857.0,66105.0,91362.0,58791.0,20818.0,8387.0,2763.0,981.0,459.0,441.0
25157,7.225563909774436,1463,Trinity Seven,7.17,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",Trinity Seven,トリニティセブン,TV,12,"Oct 8, 2014 to Dec 24, 2014",Fall 2014,"TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Studio Mausu, Avex Pictures, Q-Tec, Docomo Anime Store, DeNA",Sentai Filmworks,Seven Arcs Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2891.0,174,602856,3530,25876,445619,11214,20269,99878,25801.0,36725.0,77144.0,98614.0,52017.0,25424.0,11354.0,4961.0,2507.0,1511.0
25183,7.339466421343146,1087,Gangsta.,7.4,"Action, Drama, Seinen",Gangsta.,GANGSTA. ギャングスタ,TV,12,"Jul 2, 2015 to Sep 24, 2015",Summer 2015,"Bandai Visual, Frontier Works, Lantis, DAX Production, Tokyo MX",Funimation,Manglobe,Manga,23 min. per ep.,R - 17+ (violence & profanity),1897.0,303,428797,2906,32631,263000,17948,21661,93557,16647.0,30908.0,60343.0,60127.0,27357.0,12222.0,5635.0,2068.0,760.0,465.0
25397,6.345581802274715,1143,Absolute Duo,6.51,"Action, Harem, Supernatural, Romance, Ecchi, School",Absolute Duo,アブソリュート・デュオ,TV,12,"Jan 4, 2015 to Mar 22, 2015",Winter 2015,"Half H.P Studio, AT-X, feng, Showgate",Funimation,8bit,Light novel,24 min. per ep.,R - 17+ (violence & profanity),5821.0,312,425840,1478,18250,320572,8840,21520,56658,12874.0,17166.0,37309.0,64101.0,51389.0,31454.0,15748.0,7619.0,4665.0,2504.0
